0,1
CASE01_01.png,49.193
CASE01_02.png,59.764
CASE01_03.png,72.209
CASE01_04.png,85.737
CASE01_05.png,102.537
CASE01_06.png,123.359
CASE01_07.png,156.149
CASE01_08.png,174.931
CASE01_09.png,187.523
CASE02_01.png,194.662
CASE02_02.png,198.366
CASE02_03.png,196.788
CASE02_04.png,197.342
CASE02_05.png,200.202
CASE02_06.png,201.48
CASE02_07.png,197.409
CASE02_08.png,185.996
CASE02_09.png,165.73
CASE02_10.png,153.971
CASE02_11.png,142.744
CASE03_01.png,11.337
CASE03_02.png,15.728
CASE03_03.png,21.492
CASE03_04.png,27.091
CASE03_05.png,32.278
CASE04_01.png,57.147
CASE04_02.png,73.89
CASE04_03.png,90.729
CASE04_04.png,110.563
CASE04_05.png,129.551
CASE04_06.png,156.908
CASE04_07.png,194.027
CASE04_08.png,225.75
CASE04_09.png,247.918
CASE04_10.png,269.766
CASE04_11.png,280.068
CASE04_12.png,283.626
CASE04_13.png,286.22
CASE04_14.png,295.744
CASE04_15.png,289.846
CASE04_16.png,287.79
CASE04_17.png,297.819
CASE04_18.png,304.211
CASE04_19.png,307.767
CASE04_20.png,308.377
CASE04_21.png,309.886
CASE04_22.png,315.078
CASE04_23.png,308.265
CASE04_24.png,315.785
CASE04_25.png,325.093
CASE04_26.png,322.216
CASE04_27.png,329.69
CASE05_01.png,1.472
CASE05_02.png,1.991
CASE05_03.png,2.658
CASE05_04.png,3.315
CASE05_05.png,4.253
CASE05_06.png,5.318
CASE05_07.png,6.035
CASE05_08.png,6.942
CASE05_09.png,9.218
CASE05_10.png,13.001
CASE05_11.png,16.668
CASE05_12.png,21.961
CASE05_13.png,27.872
CASE05_14.png,35.142
CASE05_15.png,41.602
CASE05_16.png,48.623
CASE05_17.png,58.904
CASE05_18.png,69.522
CASE05_19.png,85.606
CASE05_20.png,94.048
CASE05_21.png,56.841
CASE05_22.png,99.48
CASE05_23.png,82.743
CASE06_01.jpg,0.118
CASE06_02.jpg,0.5
CASE06_03.jpg,0.971
CASE06_04.jpg,1.371
CASE06_05.jpg,1.395
CASE06_06.jpg,1.956
CASE06_07.jpg,2.283
CASE06_08.jpg,4.698
CASE06_09.jpg,7.327
CASE06_10.jpg,10.241
CASE06_11.jpg,15.189
CASE07_01.jpg,165.769
CASE07_02.jpg,213.404
CASE07_03.jpg,262.77
CASE07_04.jpg,321.295
CASE07_05.jpg,333.104
CASE07_06.jpg,429.758
CASE07_07.jpg,395.947
CASE07_08.jpg,358.881
CASE07_09.jpg,426.32
CASE08_01.jpg,0.486
CASE08_02.jpg,0.869
CASE08_03.jpg,1.273
CASE08_04.jpg,1.748
CASE08_05.jpg,2.36
